imdbId,tmdbId
87507,16806
87513,85509
87514,40061
87520,39978
87521,47217
87523,86509
87525,75597
87527,37727
87537,38164
87538,1885
87543,86277
87544,81
87545,117129
87550,87909
87552,399143
87553,625
87555,69163
87557,144202
87561,46915
87564,44589
87566,117479
87571,211712
87578,11205
87589,56821
87592,57901
87594,84630
87597,11884
87606,103590
87616,87148
87617,48733
87622,11417
87623,25661
87629,32088
87630,368088
87631,472797
87635,27171
87644,52109
87648,84771
87650,32334
87653,58191
87660,14132
87666,55727
87677,52331
87682,77985
87685,189483
87688,110643
87690,0
87694,269023
87700,40771
87706,259912
87716,58070
87718,42094
87722,31043
87727,15379
87730,54658
87731,54333
87738,547680
87739,76172
87742,72664
87746,44859
87747,23111
87749,180836
87751,31955
87755,11899
87759,40145
87763,91735
87774,60066
87777,87151
87781,11393
87789,108241
87795,73621
87796,40026
87797,40934
87798,49352
87799,18462
87800,377
87803,9314
87805,28148
87806,38902
87810,44772
87813,204137
87814,27670
87817,52826
87818,58619
87821,27102
87829,51967
87830,89931
87835,38148
87837,104043
87843,311
87852,108387
87855,74903
87864,251260
87866,30231
87884,655
87889,38986
87892,15927
87900,267532
87901,78711
87909,29161
87910,10606
87913,99760
87917,42394
87921,13681
87928,9336
87931,421749
87932,32081
87945,68171
87951,37296
87956,42310
87957,13763
87966,58614
87968,47359
87971,38285
87979,208614
87980,24453
87981,26178
87983,38702
87985,1880
87994,226744
87995,13820
88000,14052
88001,16551
88002,10260
88006,47638
88007,38557
88008,128826
88009,42096
88011,9326
88015,271
88016,504707
88019,155233
88021,51084
88024,9507
88025,88338
88028,25525
88036,314959
88040,75877
88041,104292
88044,14673
88046,163098
88050,40071
88066,84996
88067,83282
88072,155157
88074,50034
88075,151992
88077,181269
88083,19673
88089,131815
88100,28820
88103,24264
88105,174108
88107,69599
88108,28771
88116,42710
88117,27414
88118,264689
88128,15144
88133,31295
88134,83412
88146,26522
88148,272165
88149,158939
88153,69722
88155,56141
88157,97975
88161,2619
88170,157
88172,9663
88176,154276
88178,24128
88179,131134
88184,469
88194,14746
88195,85598
88196,42098
88199,86466
88200,195912
88206,9651
88207,30411
88208,282298
88211,297653
88213,18446
88222,108634
88224,21871
88241,47792
88242,31601
88247,218
88248,297668
88249,47894
88254,223921
88255,84997
88256,48482
88258,11031
88263,92060
88265,238247
88270,135779
88272,11707
88275,33138
88286,8764
88291,24729
88292,119540
88299,20661
88315,119623
88318,163549
88322,41089
88323,34584
88326,50812
88330,52778
88333,28692
88334,43967
88336,36768
88338,148034
88344,77673
88353,29669
88354,63155
88359,89921
88367,420500
88377,42088
88379,46500
88380,52837
88383,198471
88385,80211
88386,203663
88393,107319
88395,59897
88399,141757
88402,38980
88405,297652
88412,27221
88414,5968
88423,25425
88445,16039
88454,27881
88461,8221
88463,155219
88466,125926
88583,18729
88611,266314
88635,79585
88645,74107
88650,20561
88658,37525
88670,181342
88678,19947
88680,10843
88683,24735
88689,177335
88695,119525
88701,144231
88706,208688
88707,14040
88708,12500
88710,24161
88714,98927
88729,129302
88736,198993
88740,114521
88748,8868
88752,84068
88757,67390
88758,73462
88760,19736
88763,105
88765,78235
88768,192784
88771,29903
88772,31263
88781,92802
88782,32728
88784,183855
88794,13667
88799,150151
88800,29631
88805,48504
88811,42032
88812,31957
88814,10957
88818,104274
88821,54407
88822,84999
88827,85001
88846,68
88847,2108
88848,44672
88850,11064
88851,29077
88853,169009
88855,24964
88856,85791
88865,108586
88875,117602
88883,350566
88885,11243
88889,10552
88891,30723
88895,140605
88898,183697
88915,1816
88919,18493
88925,108059
88926,316491
88930,15196
88931,42048
88933,10328
88934,74974
88936,20721
88939,873
88940,89716
88944,10999
88947,126499
88948,129526
88949,169685
88952,83079
88959,163447
88960,41243
88961,58903
88967,21627
88979,16248
88983,48215
88987,40913
88992,213938
88993,8408
89002,77361
89003,24873
89006,12615
89008,71073
89009,29627
89010,279984
89012,251406
89013,14029
89015,294
89016,255382
89017,8130
89018,469172
89019,202739
89023,29041
89024,144372
89026,36571
89028,477912
89034,80368
89036,71911
89038,84422
89050,25568
89052,42034
89057,198474
89060,27244
89065,202744
89066,52710
89069,84884
89072,61991
89081,162329
89087,11532
89091,28850
89092,11864
89104,69152
89108,13651
89109,67642
89111,153076
89114,9872
89118,9873
89122,49237
89125,215579
89126,20348
89127,147234
89136,199011
89139,139096
89144,441652
89153,12775
89155,9749
89160,71125
89163,80752
89164,72279
89165,81268
89167,24585
89169,163149
89173,9731
89175,11797
89177,10044
89181,55690
89185,75564
89200,18498
89206,37585
89208,16263
89218,9340
89222,27590
89233,86200
89239,65169
89243,14570
89251,86461
89254,28128
89255,504708
89264,40929
89265,23614
89271,30577
89274,18477
89276,29263
89277,272114
89280,31245
89283,35201
89287,278953
89290,328904
89297,42031
89301,290766
89304,40600
89305,93935
89308,29794
89326,85567
89331,261144
89343,42035
89346,11338
89348,15983
89355,167938
89358,109182
89360,12235
89363,23143
89366,32720
89370,10303
89371,67342
89374,9056
89375,50193
89378,7011
89383,187219
89385,35144
89393,24548
89409,226732
89413,188719
89420,42040
89421,9838
89424,11703
89436,150839
89443,60449
89444,29463
89457,526
89461,13938
89463,210889
89469,11976
89470,15982
89473,38173
89477,60363
89484,165218
89488,48880
89489,11954
89491,49823
89500,173899
89501,44191
89503,100697
89504,27223
89507,87065
89509,115788
89518,139514
89523,47107
89529,60202
89530,9355
89537,383
89538,30296
89539,64494
89542,39069
89543,10905
89555,87400
89560,11177
89561,104621
89564,82942
89565,70903
89568,35933
89572,31652
89584,60732
89591,10295
89593,35564
89598,52212
89601,14750
89603,27064
89604,12764
89606,8816
89607,86458
89621,266067
89622,33525
89628,89743
89629,31462
89641,219180
89643,34322
89647,169379
89649,291622
89652,18252
89656,10146
89665,76929
89670,11418
89677,42043
89679,72508
89686,10014
89689,51878
89691,52970
89695,12721
89714,71933
89715,27464
89716,29471
89718,81297
89726,78538
89730,19064
89731,13380
89733,92982
89739,96419
89740,27817
89741,161422
89745,266074
89746,42095
89748,21042
89752,115909
89753,9657
89755,606
89756,92304
89762,57308
89767,8879
89776,170033
89789,19425
89791,5683
89793,62429
89798,49370
89800,29180
89801,80809
89804,204134
89807,289129
89811,337046
89813,40982
89816,41166
89820,46830
89821,6320
89822,10157
89823,113451
89826,23919
89831,81561
89832,4898
89835,35106
89838,57565
89839,17824
89841,2075
89847,45408
89851,26974
89852,164753
89853,10849
89860,24583
89866,106380
89869,10176
89873,114413
89880,1369
89881,11645
89882,94865
89883,84416
89885,1694
89886,14370
89892,73120
89893,9626
89901,10553
89902,34093
89904,29907
89907,10925
89908,13155
89913,12701
89918,45103
89927,1374
89930,28331
89935,63153
89937,60008
89941,11893
89945,19014
89957,65142
89960,44018
89961,13764
89964,126930
89974,77850
89981,24742
89984,19386
89991,391934
89994,36536
89997,38981
90003,250096
90009,47345
90015,42044
90021,17898
90022,11509
90036,78364
90037,33766
90054,125981
90056,9080
90057,26679
90060,11557
90062,226739
90065,32147
90068,94502
90069,83862
90070,132482
90073,32387
90077,413467
90079,84724
90092,270879
90093,40042
90094,18502
90095,10656
90098,19357
90101,44268
90103,8992
90110,42045
90115,19181
90130,31600
90142,11824
90145,87905
90150,54310
90151,64945
90152,42047
90156,6103
90166,157394
90167,143453
90169,71838
90170,148278
90178,119914
90179,198240
90180,9846
90182,76406
90184,2189
90185,45999
90186,85009
90190,15239
90192,5677
90196,25133
90197,46767
90200,92469
90203,47908
90206,4180
90209,31694
90213,28410
90215,41205
90217,27969
90219,123047
90220,58147
90223,123049
90239,411108
90244,150024
90245,36769
90246,56078
90248,9463
90249,90063
90250,71799
90251,85129
90257,31410
90264,707
90265,486599
90270,30069
90271,123839
90274,19259
90292,241557
90293,34028
90296,104316
90297,19127
90299,96465
90305,11814
90310,147747
90311,152516
90314,83219
90315,10857
90319,16082
90323,46971
90327,17994
90329,9281
90333,7234
90334,7237
90342,18707
90345,326013
90350,11018
90352,273611
90357,11904
90362,288153
90366,33078
90368,66091
90370,65110
90371,72811
90376,219702
90377,42081
90383,58611
90424,392433
90455,58207
90474,67488
90490,125458
90555,9671
90556,34760
90557,14670
90563,11986
90564,26447
90565,37189
90567,18588
90568,20858
90570,15677
90576,2753
90579,2754
90582,106621
90583,18169
90585,42017
90592,114384
90593,277416
90599,375755
90601,9807
90602,271664
90605,679
90608,150938
90610,21394
90615,83290
90627,48180
90630,27270
90631,45930
90633,4978
90636,42020
90642,30883
90644,42002
90647,45486
90652,158050
90655,24913
90659,67305
90660,2620
90665,44281
90667,9318
90670,13715
90675,125096
90677,44337
90678,52657
90683,26984
90685,15596
90693,33762
90702,147055
90708,596333
90710,274253
90713,30653
90719,134476
90727,78041
90728,6978
90729,22976
90735,36349
90738,19345
90743,107509
90744,129682
90748,109610
90750,99424
90753,83078
90756,793
90763,144069
90766,37497
90768,24086
90769,83105
90770,22323
90771,40078
90772,122471
90773,113130
90774,32060
90775,41263
90779,71181
90784,132696
90788,30879
90793,19492
90795,255822
90798,20537
90799,19975
90805,63269
90812,96159
90815,64238
90818,58507
90830,1890
90835,329221
90836,91221
90837,28941
90847,414558
90848,13853
90849,26554
90852,11938
90856,26555
90859,9874
90860,119533
90861,68540
90863,11873
90865,50524
90866,26558
90871,97755
90874,63398
90881,56705
90882,197435
90886,48259
90887,3980
90888,15392
90903,30872
90904,71841
90907,42018
90914,6105
90915,47340
90917,33278
90918,114426
90925,55401
90927,16113
90928,94282
90930,40342
90934,123056
90944,35705
90950,387444
90952,39776
90955,114034
90956,68942
90961,276819
90966,9941
90967,1554
90968,69061
90981,101656
90982,47680
90985,18499
90992,101054
90998,245324
91002,125157
91003,47822
91012,66659
91019,35866
91024,44326
91026,111509
91027,27271
91032,82431
91035,129455
91042,9377
91050,89946
91051,48609
91053,85654
91055,12715
91059,10122
91060,10570
91064,9426
91065,62768
91069,37929
91072,165641
91080,10225
91083,14510
91087,54668
91089,51257
91091,59843
91093,30163
91094,87500
91096,91691
91097,117144
91106,41869
91110,40837
91113,42021
91114,38342
91117,110729
91129,10136
91136,102146
91142,33516
91146,271799
91148,38262
91149,9994
91151,216472
91159,13698
91164,36372
91165,52117
91166,67221
91167,5143
91170,328416
91173,61117
91178,24103
91183,41625
91187,10015
91188,13818
91203,8009
91209,9542
91213,103601
91214,48797
91216,117680
91217,5693
91221,5856
91223,11415
91225,10658
91238,85013
91244,198466
91246,76132
91251,25237
91262,241302
91276,31909
91278,11037
91282,71141
91288,4480
91293,67343
91295,63510
91306,10945
91310,81824
91313,103960
91314,22192
91322,64239
91326,8856
91328,170845
91338,74225
91339,5752
91341,20874
91343,48660
91344,31947
91351,105053
91355,78450
91360,17048
91364,70966
91369,13597
91374,21867
91383,139262
91387,148833
91396,9930
91400,32031
91406,45996
91410,63691
91411,258550
91415,62131
91419,10776
91425,29174
91427,18763
91428,68590
91431,10974
91437,268214
91442,50505
91445,13346
91449,64022
91454,378882
91459,125146
91461,63663
91462,85141
91464,28685
91472,30194
91474,11454
91480,4481
91495,8047
91497,64131
91498,64097
91499,9980
91504,61415
91506,48210
91507,59847
91508,93263
91513,73515
91524,169541
91528,241603
91530,11416
91534,38916
91537,2265
91538,10002
91539,29187
91541,10466
91544,50382
91554,31924
91557,11120
91559,82124
91560,29600
91561,84992
91570,114405
91572,6107
91575,33055
91578,11240
91579,39406
91584,25400
91586,259271
91587,5660
91594,15480
91600,254293
91603,42030
91604,84474
91605,192
91607,37032
91613,108312
91621,27408
91630,15762
91631,119592
91633,126197
91635,10068
91637,26789
91642,65326
91647,26725
91649,59172
91651,28198
91652,141342
91653,29968
91658,71316
91668,39243
91669,226728
91670,24657
91671,39895
91680,18282
91682,72178
91686,132701
91688,40468
91696,119769
91699,198469
91706,46743
91707,26675
91712,168777
91721,51881
91724,53157
91725,32446
91727,129332
91730,59059
91738,10013
91742,177979
91749,226686
91750,227667
91755,38215
91757,11483
91760,568475
91763,792
91766,16122
91769,204039
91777,12118
91778,11133
91780,116214
91786,46948
91789,134153
91790,11522
91794,42025
91795,150140
91799,12662
91814,21332
91817,13841
91818,47342
91820,238090
91823,154442
91828,2099
91829,13511
91830,54898
91832,131309
91836,29492
91839,156954
91846,151937
91847,27730
91859,18125
91860,21309
91862,23504
91863,230246
91867,11257
91869,55562
91875,15698
91876,252454
91877,12151
91886,6106
91889,36132
91892,162532
91897,114174
91898,78073
91909,190913
91911,38313
91912,145164
91920,140071
91923,84632
91925,43211
91927,116521
91931,141333
91932,85145
91934,58048
91939,27995
91942,270393
91943,41480
91949,2605
91953,204051
91954,14924
91957,107412
91964,86298
91969,27886
91975,60629
91981,36677
91982,72655
91983,11300
91990,40760
91991,12278
91993,13766
92003,33410
92004,52327
92005,235
92006,69900
92007,168
92020,59357
92028,155526
92030,48312
92035,66600
92038,43626
92042,29584
92046,31615
92048,11830
92067,10515
92068,3934
92070,76289
92072,85148
92074,24194
92076,16337
92079,52961
92085,35371
92086,8388
92090,42029
92093,115687
92099,744
92100,224075
92104,57204
92105,11038
92106,1857
92112,25438
92115,33061
92116,23273
92117,24798
92118,83155
92123,131232
92128,103393
92130,76350
92133,33345
92137,37520
92141,150026
92144,62898
92146,0
92147,34223
92149,3
92157,82867
92159,48841
92160,185061
92172,3201
92173,215875
92180,284760
92184,361733
92186,142779
92192,258477
92196,259616
92199,202337
92206,25720
92210,15029
92214,29355
92216,46836
92217,117509
92220,135663
92225,41090
92226,31659
92227,208451
92236,210486
92238,96349
92240,10017
92247,244308
92263,11471
92264,69161
92269,148175
92272,17465
92273,39900
92281,572997
92285,213864
92288,109213
92297,31385
92298,17790
92306,83229
92337,0
92383,141334
92493,9396
92494,11548
92501,21521
92513,14367
92516,40461
92519,58473
92520,362865
92527,282040
92530,52318
92532,31397
92534,9710
92537,37818
92545,74340
92546,5709
92548,25678
92550,64544
92558,96051
92559,61651
92561,114033
92563,635
92566,152789
92569,89488
92576,20465
92577,108101
92580,25832
92585,48686
92587,67387
92593,1786
92603,11832
92605,11215
92608,26477
92609,181753
92610,9964
92615,27551
92618,10937
92622,86330
92626,49038
92627,39074
92632,32076
92637,17238
92638,21299
92639,66970
92641,4639
92644,96
92646,83726
92648,107104
92651,44072
92652,86483
92654,11028
92655,57240
92656,67307
92658,74593
92664,66045
92666,918
92669,62132
92671,78068
92675,11690
92677,89394
92678,117334
92684,83415
92690,19324
92691,25920
92694,57914
92695,19933
92696,47631
92699,12626
92700,163626
92709,35634
92710,38921
92711,87090
92713,36264
92716,103203
92717,73265
92718,12919
92720,50268
92723,33838
92729,98997
92732,52886
92733,111323
92734,292062
92744,40087
92745,45227
92746,15785
92751,47212
92752,21793
92758,42003
92765,87736
92767,31700
92770,59139
92772,49500
92780,257600
92781,273189
92783,31701
92794,53741
92795,28223
92796,16288
92797,66135
92798,31563
92800,163706
92802,57738
92804,12506
92809,89992
92812,81573
92822,163630
92830,83866
92831,106280
92833,200021
92834,28370
92841,194103
92842,70199
92843,39507
92844,56617
92847,112518
92848,5753
92850,66194
92851,61777
92854,62185
92857,26263
92859,73146
92860,28218
92863,27662
92865,29169
92890,88
92897,24826
92904,30994
92905,148822
92906,24341
92910,67729
92922,88253
92925,10023
92929,27362
92930,128414
92933,26574
92934,52964
92944,4292
92948,17159
92954,10584
92962,146047
92963,51929
92965,10110
92967,49855
92972,29445
92974,18935
92978,25318
92983,111708
92991,765
92992,28338
92995,81774
92997,20287
93004,42008
93006,26964
93010,10998
93011,35463
93015,21733
93025,68448
93029,71881
93036,15658
93039,98009
93040,84001
93043,28327
93044,4918
93046,134784
93051,24081
93056,147950
93058,600
93067,191550
93072,14443
93073,28368
93075,6917
93077,131958
93088,144351
93090,30997
93091,28605
93092,58084
93093,52780
93103,47158
93104,48149
93105,801
93106,59066
93113,77079
93114,25886
93115,173080
93116,125110
93117,80974
93120,122767
93124,269611
93132,31743
93133,148597
93135,95114
93137,10652
93139,8749
93143,73091
93144,72984
93145,133781
93146,26011
93148,8989
93151,208366
93159,48406
93160,95630
93161,118555
93164,42023
93166,42004
93169,44417
93170,25998
93171,22572
93175,35151
93176,39929
93177,9003
93178,42960
93185,12476
93186,26156
93188,99789
93191,144
93194,128900
93199,42005
93200,34101
93201,71697
93206,42006
93207,20043
93209,32054
93215,14464
93217,63056
93220,37530
93223,26719
93225,65501
93227,32595
93229,39448
93231,32227
93232,39932
93235,67263
93239,117233
93240,252407
93248,46061
93255,158759
93258,68883
93260,2614
93261,65615
93267,47715
93268,107079
93272,90736
93274,62491
93276,48193
93277,40962
93278,12704
93286,49684
93290,252096
93295,53028
93296,171571
93300,580
93304,53653
93312,26028
93315,67693
93335,226733
93347,32039
93349,50012
93354,276478
93378,16620
93389,746
93393,41970
93399,85793
93405,24828
93406,136254
93407,13703
93409,941
93412,4043
93415,2115
93416,18389
93418,36914
93419,115232
93420,67253
93424,78028
93426,64015
93428,708
93431,35841
93432,237549
93435,42120
93437,1547
93452,85155
93460,96594
93466,73036
93467,42010
93470,260803
93476,2608
93477,32058
93481,97844
93483,27342
93488,49565
93489,49712
93491,105869
93493,10019
93502,42011
93505,60760
93507,11649
93509,24276
93512,26371
93516,40772
93524,26111
93525,176554
93533,29607
93539,84499
93543,14499
93546,21840
93550,279937
93560,13509
93562,63639
93565,2039
93567,30175
93571,273304
93575,78809
93578,41903
93582,4365
93586,86269
93589,51521
93593,27072
93596,61178
93603,29971
93605,11879
93607,75029
93608,11822
93611,347155
93615,240491
93616,259667
93617,57244
93621,66474
93624,24924
93628,27476
93629,10072
93633,99599
93638,34379
93640,10083
93644,338235
93645,58615
93648,22915
93649,20473
93650,56134
93655,230823
93658,169832
93660,40634
93664,44658
93665,183236
93668,2172
93671,87453
93676,85157
93677,20115
93688,180152
93690,20242
93692,1825
93693,10780
93696,117746
93713,11174
93720,276123
93722,225525
93723,225577
93724,89307
93725,89463
93727,44201
93731,26440
93737,17258
93743,39045
93744,19051
93748,2609
93754,96920
93755,168375
93756,10587
93763,89183
93765,169247
93771,33851
93772,218461
93773,106
93776,27857
93777,8852
93778,30643
93779,2493
93780,10081
93790,258157
93791,76825
93793,18410
93798,68802
93811,26939
93817,244698
93818,30890
93820,17282
93821,292754
93822,378
93828,44801
93830,95101
93831,66176
93833,27916
93840,80047
93843,60410
93847,106669
93854,45878
93855,27740
93857,16889
93864,82080
93868,170370
93869,58613
93870,5548
93871,33441
93872,84760
93873,36762
93876,27737
93880,111002
93881,126954
93886,11584
93891,67058
93894,865
93895,86441
93896,50482
93898,27738
93910,45716
93913,42013
93935,46975
93936,10021
93940,22477
93951,61708
93952,113747
93961,49455
93964,69040
93966,31945
93969,42014
93970,38178
93974,50719
93978,30421
93980,98486
93983,81351
93986,78691
93990,85160
93991,27462
93993,71750
93995,28452
93996,27764
93999,59075
94002,65612
94006,15143
94007,214446
94008,31650
94010,325780
94011,31300
94012,957
94015,174754
94020,79615
94021,109161
94025,10859
94027,29154
94033,27786
94034,36354
94035,25155
94037,51743
94048,9698
94050,95603
94056,60631
94057,22172
94059,86251
94060,119573
94061,27795
94062,88255
94063,59977
94068,166461
94070,27836
94072,14671
94074,11411
94075,1387
94076,46770
94077,28070
94082,12623
94087,107352
94089,42015
94094,204113
94103,405797
94105,56520
94118,15582
94125,100193
94131,65522
94134,200998
94137,12154
94138,13339
94140,116064
94142,11896
94143,300544
94144,148280
94152,32064
94153,47444
94155,10896
94159,255769
94167,30494
94169,78146
94188,119383
94226,117
94229,49168
94233,55776
94237,93116
94238,12646
94242,264239
94262,28851
94265,202425
94271,36900
94274,444734
94284,262829
94288,40752
94291,10673
94293,23599
94300,1388
94304,96333
94315,49815
94318,19209
94320,33592
94321,26827
94325,85798
94331,46976
94332,6069
94333,162934
94336,13446
94347,19958
94349,71329
94351,74287
94357,18305
94369,227998
94371,83495
94374,66212
94375,43637
94384,36209
94405,64437
94407,4645
94471,341680
94500,201281
94562,324013
94587,123619
94588,114281
94590,26360
94592,163523
94593,38965
94594,47817
94595,124766
94596,465
94597,24038
94602,9395
94606,31052
94608,10868
94612,10117
94620,5796
94621,78748
94625,149
94631,10128
94632,28800
94637,238748
94641,20607
94642,51442
94644,128637
94651,2093
94656,67392
94663,22478
94667,5333
94668,45295
94669,4281
94670,47057
94671,140394
94673,88673
94675,2
94678,26044
94681,92663
94683,47985
94685,47376
94695,93487
94701,59797
94705,149459
94709,55853
94712,14911
94713,52794
94714,117514
94715,15592
94716,15267
94721,4011
94730,16079
94731,31618
94737,2280
94739,12710
94743,44694
94744,30502
94745,115150
94746,19382
94747,24679
94750,18214
94761,9599
94764,21512
94765,42248
94770,180721
94773,53123
94774,367849
94783,94440
94785,127519
94786,82827
94792,27352
94793,27814
94794,40222
94799,17170
94812,287
94813,87533
94816,172149
94819,24782
94822,253632
94824,18509
94826,132961
94827,41950
94828,110428
94833,198450
94834,26369
94836,161790
94837,83913
94841,148757
94843,84729
94846,34604
94847,81424
94849,69141
94850,58797
94852,69957
94860,40364
94862,10585
94868,41951
94869,32086
94878,525153
94882,73079
94884,14441
94885,104535
94886,25756
94888,11513
94889,7520
94890,11285
94894,10126
94897,40844
94898,9602
94899,154397
94900,148451
94901,56825
94908,91580
94910,23752
94911,67551
94916,151370
94919,10127
94921,27397
94923,41953
94924,35119
94929,87704
94930,25762
94932,195223
94933,9748
94935,157200
94939,23521
94941,24626
94946,93937
94947,859
94949,108110
94952,75208
94955,200154
94957,75203
94959,51228
94961,40095
94963,10651
94964,9540
94965,13693
94969,85162
94972,172178
94975,58983
94979,41968
94980,36724
94995,44179
94997,28847
94998,29315
95005,85163
95012,95043
95016,562
95031,10141
95032,188179
95036,220690
95037,41799
95040,45886
95050,49314
95051,254489
95053,52998
95055,73281
95060,67317
95077,42376
95082,13554
95088,5680
95089,23178
95094,61108
95095,451938
95097,187602
95098,106348
95107,26386
95119,34053
95132,47453
95134,41664
95135,123610
95145,25884
95150,200066
95158,17300
95159,623
95167,75298
95169,26355
95173,3151
95174,10675
95175,121560
95178,38982
95179,10281
95183,40927
95186,40555
95188,14170
95189,87341
95215,90926
95217,31219
95238,104301
95241,86337
95243,10130
95244,74711
95246,41875
95250,175
95253,2617
95262,16157
95270,11054
95271,11357
95274,46021
95276,29932
95280,41958
95286,65572
95288,38615
95289,41934
95294,9064
95295,10129
95296,38950
95298,55908
95299,68964
95302,47870
95304,21362
95305,49969
95312,27412
95316,12787
95322,87456
95325,181801
95326,30690
95327,12477
95330,68352
95333,75889
95334,38500
95341,41954
95344,121518
95348,17006
95354,191229
95357,48719
95360,26723
95362,86231
95366,31362
95379,31150
95381,31448
95382,11955
95384,110538
95385,83346
95386,38198
95388,24486
95389,41959
95390,270109
95396,47291
95403,10753
95406,120268
95408,191600
95409,20443
95415,68752
95422,260826
95428,77670
95433,173948
95441,71393
95444,16296
95452,36391
95454,57744
95467,31056
95468,10754
95471,254269
95472,49593
95473,112427
95483,61904
95484,49365
95488,11347
95489,12144
95491,65649
95496,95152
95497,11051
95502,216822
95511,49693
95512,154738
95515,37640
95519,13704
95525,22500
95530,47282
95532,12505
95539,103607
95542,35038
95545,32329
95556,133319
95560,20196
95564,118098
95565,162700
95574,41961
95583,14240
95593,2321
95597,41962
95598,131334
95599,41963
95606,58558
95607,34870
95608,39997
95611,85170
95613,107569
95618,320668
95622,222736
95626,26172
95629,45774
95631,9013
95638,13482
95640,50020
95645,286534
95647,1632
95649,41971
95652,29787
95654,34014
95655,13192
95657,32601
95662,29739
95663,77625
95665,77233
95675,4203
95678,114691
95683,19037
95684,21151
95687,12120
95690,11191
95705,37136
95709,34637
95715,18917
95716,110976
95718,138656
95724,222318
95726,123615
95728,104308
95729,105760
95730,38966
95736,47818
95738,72339
95740,74646
95742,10131
95756,40028
95759,169357
95764,362151
95765,11216
95773,64386
95774,38617
95776,12233
95781,54722
95788,191060
95799,9252
95800,2383
95801,3543
95802,134201
95803,30652
95806,154270
95812,67183
95823,475628
95827,116345
95832,92383
95835,121870
95836,70202
95839,161812
95853,51321
95854,225816
95855,227668
95857,249914
95861,442752
95863,15158
95867,50560
95869,43645
95871,41966
95875,55728
95877,48457
95880,55520
95882,11825
95889,10306
95895,24348
95897,11851
95900,78522
95903,31653
95904,48309
95916,62327
95920,327317
95922,29692
95924,32033
95925,26515
95927,40820
95937,154989
95941,28848
95942,94016
95952,30880
95953,380
95956,1370
95958,99749
95959,158557
95963,9604
95967,54560
95968,59358
95971,27729
95975,11496
95977,80287
95981,41368
95984,82315
95985,59487
95987,132542
95989,15482
95990,24929
95993,13965
96000,105927
96003,58434
96009,88655
96018,18197
96022,17172
96024,124980
96028,45129
96029,70842
96030,38909
96037,17126
96046,40168
96054,36739
96060,104413
96061,9647
96069,283074
96071,11503
96073,11082
96084,219843
96087,38558
96094,12714
96098,9717
96101,11966
96114,107420
96117,38412
96118,34311
96119,34312
96125,50269
96131,237202
96142,27390
96149,32148
96152,36778
96153,112525
96156,123620
96159,54107
96160,58526
96161,93457
96163,8740
96166,129628
96171,32331
96176,187361
96180,25497
96189,123623
96190,12585
96193,38560
96194,70817
96200,50203
96203,26798
96211,28975
96218,41967
96219,10132
96220,149904
96223,25447
96236,58409
96238,210964
96239,98308
96240,74576
96241,91445
96243,109669
96244,10396
96246,29345
96251,41428
96252,61271
96256,8337
96257,14285
96259,52770
96280,47493
96282,32038
96283,8392
96288,47795
96289,8463
96291,106066
96294,41974
96302,123806
96309,105572
96310,28173
96316,28176
96318,62900
96319,71042
96320,9493
96321,77780
96324,5241
96328,18161
96329,27942
96332,10644
96335,251439
96336,41975
96337,97035
96340,86680
96341,45937
96344,40549
96351,37474
96353,150027
96356,42652
96378,21185
96380,26603
96386,4271
96394,93938
96409,28448
96416,41947
96425,33172
96426,29095
96427,123628
96438,856
96440,123398
96445,259924
96446,847
96453,4457
96454,12582
96461,24163
96463,3525
96464,41949
96465,38141
96466,5678
96482,142830
96486,10001
96487,11967
96492,148622
96503,260969
96511,34814
96517,39422
96523,52286
96535,29924
96540,28013
96681,61403
96734,11974
96739,48708
96740,155325
96741,46959
96744,55149
96747,239798
96754,2756
96764,14506
96769,66192
96778,223478
96785,27909
96786,86094
96787,11497
96794,11352
96804,25682
96808,55377
96816,37629
96824,205798
96827,66365
96828,59349
96833,43983
96839,30027
96841,97039
96842,11625
96845,288907
96852,77352
96857,4366
96858,208701
96863,49978
96866,15433
96869,35927
96870,19157
96871,40258
96874,165
96875,32924
96877,283655
96878,65885
96880,44338
96884,60014
96894,43980
96895,268
96908,49982
96911,119822
96913,17882
96921,92331
96923,120085
96926,45225
96928,1648
96932,37977
96933,4105
96935,244048
96936,121390
96943,22711
96945,19124
96952,42552
96953,72096
96954,83717
96958,314046
96969,2604
96976,69828
96978,47070
96981,93236
96985,540387
96994,37839
96997,122244
97001,53150
97007,110327
97008,59735
97021,39992
97022,238760
97027,10142
97028,35888
97029,34745
97031,85172
97033,71809
97035,350554
97038,81274
97044,3064
97050,47951
97051,58187
97052,54501
97053,65157
97062,143117
97066,328579
97069,30483
97073,117278
97074,32079
97075,54932
97076,88658
97095,36672
97100,28774
97104,101135
97106,28213
97108,7452
97109,86093
97113,77451
97115,43912
97116,31674
97118,118794
97119,50295
97123,11562
97125,41952
97135,40088
97136,21799
97138,10134
97142,21291
97146,133515
97152,53524
97158,146295
97159,44688
97162,10493
97164,281288
97165,207
97166,4925
97174,47360
97176,280495
97178,171993
97179,11607
97194,214340
97195,62637
97202,10835
97208,346574
97211,30352
97216,925
97221,48846
97223,20123
97224,244122
97228,35642
97230,128152
97235,14550
97236,15142
97239,403
97240,476
97243,32075
97244,16269
97253,72955
97257,2210
97261,98984
97262,25005
97263,91683
97265,31927
97270,37055
97276,116014
97289,11828
97292,64508
97302,80613
97314,55699
97322,10875
97328,10551
97332,27984
97334,20713
